Ticker,Sector,Template,Score,View,Conclusion
APT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
ASA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
ASM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
ATA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
AUM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
AVF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BAF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BBC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BBM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BBT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BCF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BDG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BEL,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BHG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BHH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BHK,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BHN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BHP,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BIG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BKG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BKH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BLF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BLT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BMG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BMV,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BNA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BQB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BSD,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BSH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BSL,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BSP,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BSQ,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BTB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
BVN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
C22,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CAD,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CAN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CAT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CBS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CCA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CET,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CFV,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CLC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CLX,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CMF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CMM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CMN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CMX,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CNA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CPA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CSM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CTF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CTP,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DAS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DAT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DBC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DCG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DCS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DM7,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DMN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DQC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DRC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EPC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EVE,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FBA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FCS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FDG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FGL,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FMC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FTI,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FTM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
G20,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GCF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GDT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GGG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GIL,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GLT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GMA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GMC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GQN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GTD,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GTK,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAD,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAV,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAX,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HBH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HCB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HDM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HDS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HHB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HHC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HHS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HJC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HKB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HKT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HLB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HLG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HLT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HNE,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HNF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HNG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HNI,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HNM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HNR,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HPA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HSL,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HSM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HTG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HTL,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HUG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HUT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HVG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
ICF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
IDI,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
IDP,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
IFS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
JOS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
KDC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
KHS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
KMR,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
KSD,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
KSH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
KTC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
KTS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
LAF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
LBE,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
LGM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
LIX,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
LSS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
LTG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
LYF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
M10,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MCF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MCH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MCM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MEG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
